id,gid,x,y,dir_x,dir_y,radius,time
0,0,1.9381,-2.6232,-1.0625,-0.272501,0.1,3.16
0,0,1.8955,-2.6342,-1.065,-0.275004,0.1,3.2
0,0,1.8529,-2.6452,-1.065,-0.274998,0.1,3.24
0,0,1.8103,-2.6561,-1.065,-0.272501,0.1,3.28
0,0,1.7677,-2.6671,-1.065,-0.274998,0.1,3.32
0,0,1.7254,-2.678,-1.0575,-0.272501,0.1,3.36
0,0,1.6831,-2.689,-1.0575,-0.274998,0.1,3.4
0,0,1.6388,-2.7002,-1.1075,-0.280005,0.1,3.44
0,0,1.5909,-2.7118,-1.1975,-0.29,0.1,3.48
0,0,1.541,-2.7237,-1.2475,-0.297499,0.1,3.52
0,0,1.491,-2.7356,-1.25,-0.297499,0.1,3.56
0,0,1.4414,-2.7474,-1.24,-0.295001,0.1,3.6
0,0,1.3919,-2.7593,-1.2375,-0.297499,0.1,3.64
0,0,1.3422,-2.7711,-1.2425,-0.295001,0.1,3.68
0,0,1.2926,-2.783,-1.24,-0.297499,0.1,3.72
0,0,1.243,-2.7948,-1.24,-0.295001,0.1,3.76
0,0,1.1933,-2.8067,-1.2425,-0.297499,0.1,3.8
0,0,1.1437,-2.8185,-1.24,-0.295001,0.1,3.84
0,0,1.0941,-2.8304,-1.24,-0.297499,0.1,3.88
0,0,1.0444,-2.8422,-1.2425,-0.295001,0.1,3.92
0,0,0.99481,-2.8541,-1.23975,-0.297499,0.1,3.96
0,0,0.94519,-2.8659,-1.2405,-0.295001,0.1,4
0,0,0.89556,-2.8778,-1.24075,-0.297499,0.1,4.04
0,0,0.84593,-2.8896,-1.24075,-0.295001,0.1,4.08
0,0,0.7963,-2.9015,-1.24075,-0.297499,0.1,4.12
0,0,0.74667,-2.9133,-1.24075,-0.295001,0.1,4.16
0,0,0.69704,-2.9252,-1.24075,-0.297499,0.1,4.2
0,0,0.64741,-2.937,-1.24075,-0.295001,0.1,4.24
0,0,0.59778,-2.9489,-1.24075,-0.297499,0.1,4.28
0,0,0.54815,-2.9608,-1.24075,-0.297499,0.1,4.32
0,0,0.49851,-2.9725,-1.241,-0.292504,0.1,4.36
0,0,0.44888,-2.9843,-1.24075,-0.294995,0.1,4.4
0,0,0.39929,-2.9965,-1.23975,-0.305003,0.1,4.44
0,0,0.34971,-3.0087,-1.2395,-0.304997,0.1,4.48
0,0,0.29982,-3.0186,-1.24725,-0.247502,0.1,4.52
0,0,0.24941,-3.0246,-1.26025,-0.150001,0.1,4.56
0,0,0.1987,-3.0282,-1.26775,-0.0899971,0.1,4.6
0,0,0.14799,-3.0319,-1.26775,-0.0925004,0.1,4.64
0,0,0.097328,-3.036,-1.26655,-0.102502,0.1,4.68
0,0,0.046669,-3.04,-1.26648,-0.0999987,0.1,4.72
0,0,-0.003999,-3.044,-1.2667,-0.0999987,0.1,4.76
0,0,-0.054667,-3.048,-1.2667,-0.100005,0.1,4.8
0,0,-0.10533,-3.052,-1.26657,-0.0999987,0.1,4.84
0,0,-0.156,-3.056,-1.26675,-0.0999987,0.1,4.88
0,0,-0.20667,-3.06,-1.26675,-0.0999987,0.1,4.92
0,0,-0.25733,-3.064,-1.2665,-0.0999987,0.1,4.96
0,0,-0.308,-3.068,-1.26675,-0.100005,0.1,5
0,0,-0.35867,-3.072,-1.26675,-0.0999987,0.1,5.04
0,0,-0.40933,-3.076,-1.2665,-0.0999987,0.1,5.08
0,0,-0.46,-3.08,-1.26675,-0.0999987,0.1,5.12
0,0,-0.51067,-3.084,-1.26675,-0.100005,0.1,5.16
0,0,-0.56133,-3.088,-1.2665,-0.0999987,0.1,5.2
0,0,-0.612,-3.092,-1.26675,-0.0999987,0.1,5.24
0,0,-0.66267,-3.096,-1.26675,-0.0999987,0.1,5.28
0,0,-0.71333,-3.1,-1.2665,-0.0999987,0.1,5.32
0,0,-0.764,-3.104,-1.26675,-0.100005,0.1,5.36
0,0,-0.81467,-3.108,-1.26675,-0.0999987,0.1,5.4
0,0,-0.86533,-3.112,-1.2665,-0.0999987,0.1,5.44
0,0,-0.916,-3.116,-1.26675,-0.0999987,0.1,5.48
0,0,-0.96666,-3.12,-1.2665,-0.0999987,0.1,5.52
0,0,-1.0173,-3.124,-1.266,-0.100005,0.1,5.56
0,0,-1.068,-3.128,-1.2675,-0.0999987,0.1,5.6
0,0,-1.1186,-3.1321,-1.265,-0.102502,0.1,5.64
0,0,-1.1692,-3.1361,-1.265,-0.0999987,0.1,5.68
0,0,-1.2202,-3.1396,-1.275,-0.0874996,0.1,5.72
0,0,-1.2719,-3.1421,-1.2925,-0.0625014,0.1,5.76
0,0,-1.324,-3.1441,-1.3025,-0.0499964,0.1,5.8
0,0,-1.376,-3.146,-1.3,-0.0474989,0.1,5.84
0,0,-1.428,-3.148,-1.3,-0.0500023,0.1,5.88
0,0,-1.48,-3.15,-1.3,-0.0500023,0.1,5.92
0,0,-1.532,-3.152,-1.3,-0.0499964,0.1,5.96
0,0,-1.584,-3.154,-1.3,-0.0500023,0.1,6
0,0,-1.636,-3.156,-1.3,-0.0499964,0.1,6.04
0,0,-1.688,-3.158,-1.3,-0.0500023,0.1,6.08
0,0,-1.74,-3.16,-1.3,-0.0500023,0.1,6.12
0,0,-1.792,-3.162,-1.3,-0.0499964,0.1,6.16
0,0,-1.844,-3.164,-1.3,-0.0500023,0.1,6.2
0,0,-1.896,-3.166,-1.3,-0.0499964,0.1,6.24
0,0,-1.948,-3.168,-1.3,-0.0500023,0.1,6.28
0,0,-2,-3.17,-1.3,-0.0500023,0.1,6.32
0,0,-2.052,-3.172,-1.3,-0.0499964,0.1,6.36
0,0,-2.104,-3.174,-1.3,-0.0500023,0.1,6.4
0,0,-2.156,-3.176,-1.3,-0.0500023,0.1,6.44
0,0,-2.208,-3.178,-1.3,-0.0499964,0.1,6.48
0,0,-2.26,-3.18,-1.3,-0.0500023,0.1,6.52
0,0,-2.312,-3.182,-1.3,-0.0499964,0.1,6.56
0,0,-2.364,-3.184,-1.3,-0.0500023,0.1,6.6
0,0,-2.416,-3.186,-1.3,-0.0500023,0.1,6.64
0,0,-2.468,-3.188,-1.3,-0.0499964,0.1,6.68
0,0,-2.52,-3.19,-1.3,-0.0500023,0.1,6.72
0,0,-2.572,-3.192,-1.3,-0.0499964,0.1,6.76
0,0,-2.6239,-3.1941,-1.2975,-0.0524998,0.1,6.8
0,0,-2.6761,-3.1958,-1.305,-0.0425041,0.1,6.84
0,0,-2.7284,-3.1975,-1.3075,-0.0424981,0.1,6.88
0,0,-2.7792,-3.2011,-1.27,-0.090003,0.1,6.92
0,0,-2.8276,-3.2079,-1.21,-0.169998,0.1,6.96
0,0,-2.8746,-3.2165,-1.175,-0.215,0.1,7
0,0,-2.9216,-3.2251,-1.175,-0.215,0.1,7.04
0,0,-2.9689,-3.2334,-1.1825,-0.207502,0.1,7.08
0,0,-3.0161,-3.2417,-1.18,-0.207496,0.1,7.12
0,0,-3.0633,-3.25,-1.18,-0.207502,0.1,7.16
0,0,-3.1106,-3.2583,-1.1825,-0.207502,0.1,7.2
0,0,-3.1578,-3.2667,-1.18,-0.209999,0.1,7.24
0,0,-3.205,-3.275,-1.18,-0.207502,0.1,7.28
0,0,-3.2522,-3.2833,-1.18,-0.207496,0.1,7.32
0,0,-3.2994,-3.2917,-1.18001,-0.209999,0.1,7.36
0,0,-3.3467,-3.3,-1.1825,-0.207502,0.1,7.4
0,0,-3.3939,-3.3083,-1.18,-0.207502,0.1,7.44
0,0,-3.4411,-3.3167,-1.18,-0.209999,0.1,7.48
0,0,-3.4883,-3.325,-1.18001,-0.207502,0.1,7.52
0,0,-3.5356,-3.3333,-1.1825,-0.207502,0.1,7.56
0,0,-3.5828,-3.3417,-1.18,-0.209999,0.1,7.6
0,0,-3.63,-3.35,-1.18001,-0.207496,0.1,7.64
0,0,-3.6772,-3.3583,-1.18,-0.207502,0.1,7.68
0,0,-3.7244,-3.3667,-1.18,-0.209999,0.1,7.72
0,0,-3.7717,-3.375,-1.1825,-0.207502,0.1,7.76
0,0,-3.8189,-3.3833,-1.18001,-0.207502,0.1,7.8
0,0,-3.8661,-3.3917,-1.18,-0.209999,0.1,7.84
0,0,-3.9133,-3.4,-1.18,-0.207502,0.1,7.88
0,0,-3.9606,-3.4083,-1.1825,-0.207496,0.1,7.92
0,0,-4.0078,-3.4167,-1.18001,-0.209999,0.1,7.96
0,0,-4.055,-3.425,-1.17999,-0.207502,0.1,8
0,0,-4.1022,-3.4333,-1.18001,-0.207502,0.1,8.04
0,0,-4.1494,-3.4417,-1.18001,-0.209999,0.1,8.08
0,0,-4.1967,-3.45,-1.1825,-0.207502,0.1,8.12
0,0,-4.2439,-3.4583,-1.17999,-0.207502,0.1,8.16
0,0,-4.2911,-3.4667,-1.18001,-0.209999,0.1,8.2
0,0,-4.3383,-3.475,-1.18001,-0.207496,0.1,8.24
0,0,-4.3857,-3.4834,-1.185,-0.210005,0.1,8.28
0,0,-4.433,-3.4919,-1.1825,-0.212497,0.1,8.32
0,0,-4.4794,-3.4995,-1.16,-0.190002,0.1,8.36
0,0,-4.5238,-3.5056,-1.10999,-0.152498,0.1,8.4
0,0,-4.5673,-3.5108,-1.0875,-0.129998,0.1,8.44
0,0,-4.6107,-3.516,-1.08501,-0.130004,0.1,8.48
0,0,-4.6543,-3.5214,-1.09,-0.134999,0.1,8.52
0,0,-4.6979,-3.5268,-1.08999,-0.134999,0.1,8.56
0,0,-4.7414,-3.5321,-1.0875,-0.132501,0.1,8.6
0,0,-4.785,-3.5375,-1.09,-0.134999,0.1,8.64
0,0,-4.8286,-3.5429,-1.09,-0.135005,0.1,8.68
0,0,-4.8721,-3.5482,-1.0875,-0.132495,0.1,8.72
0,0,-4.9157,-3.5536,-1.09,-0.135005,0.1,8.76
0,0,-4.9593,-3.5589,-1.09,-0.132501,0.1,8.8
0,0,-5.0029,-3.5643,-1.09,-0.134999,0.1,8.84
0,0,-5.0464,-3.5696,-1.0875,-0.132501,0.1,8.88
0,0,-5.09,-3.575,-1.09,-0.134999,0.1,8.92
0,0,-5.1336,-3.5804,-1.09,-0.134999,0.1,8.96
0,0,-5.1771,-3.5857,-1.0875,-0.132501,0.1,9
0,0,-5.2207,-3.5911,-1.08999,-0.134999,0.1,9.04
0,0,-5.2643,-3.5964,-1.09,-0.132501,0.1,9.08
0,0,-5.3079,-3.6018,-1.09,-0.134999,0.1,9.12
0,0,-5.3514,-3.6071,-1.0875,-0.132501,0.1,9.16
0,0,-5.395,-3.6125,-1.09,-0.134999,0.1,9.2
0,0,-5.4386,-3.6179,-1.09,-0.134999,0.1,9.24
0,0,-5.4821,-3.6232,-1.0875,-0.132501,0.1,9.28
0,0,-5.5257,-3.6286,-1.09,-0.134999,0.1,9.32
0,0,-5.5693,-3.6339,-1.09,-0.132501,0.1,9.36
0,0,-5.6129,-3.6393,-1.08999,-0.135005,0.1,9.4
0,0,-5.6564,-3.6446,-1.08751,-0.132495,0.1,9.44
0,0,-5.7,-3.65,-1.08999,-0.135005,0.1,9.48
0,0,-5.7436,-3.6554,-1.09,-0.134999,0.1,9.52
0,0,-5.7871,-3.6607,-1.0875,-0.132501,0.1,9.56
0,0,-5.8307,-3.6661,-1.09,-0.134999,0.1,9.6
0,0,-5.8743,-3.6714,-1.09,-0.132501,0.1,9.64
0,0,-5.9179,-3.6768,-1.09,-0.134999,0.1,9.68
0,0,-5.9614,-3.6821,-1.0875,-0.132501,0.1,9.72
0,0,-6.005,-3.6875,-1.09,-0.134999,0.1,9.76
0,0,-6.0486,-3.6929,-1.09,-0.134999,0.1,9.8
0,0,-6.0921,-3.6982,-1.0875,-0.132501,0.1,9.84
0,0,-6.1357,-3.7036,-1.09,-0.134999,0.1,9.88
0,0,-6.1793,-3.7089,-1.08999,-0.132501,0.1,9.92
0,0,-6.2229,-3.7143,-1.09,-0.134999,0.1,9.96
0,0,-6.2664,-3.7196,-1.0875,-0.132501,0.1,10
0,0,-6.31,-3.725,-1.09,-0.134999,0.1,10.04
0,0,-6.3536,-3.7304,-1.09,-0.135005,0.1,10.08
0,0,-6.3971,-3.7357,-1.0875,-0.132495,0.1,10.12
0,0,-6.4407,-3.7411,-1.09,-0.135005,0.1,10.16
0,0,-6.4843,-3.7464,-1.09,-0.132501,0.1,10.2
0,0,-6.5279,-3.7518,-1.09,-0.134999,0.1,10.24
0,0,-6.5714,-3.7571,-1.0875,-0.132501,0.1,10.28
0,0,-6.615,-3.7625,-1.08999,-0.134999,0.1,10.32
0,0,-6.6586,-3.7679,-1.09,-0.134999,0.1,10.36
0,0,-6.7021,-3.7732,-1.0875,-0.132501,0.1,10.4
0,0,-6.7457,-3.7786,-1.09,-0.134999,0.1,10.44
0,0,-6.7893,-3.7839,-1.09,-0.132501,0.1,10.48
0,0,-6.8328,-3.7893,-1.0875,-0.134999,0.1,10.52
0,0,-6.8763,-3.7946,-1.0875,-0.132501,0.1,10.56
0,0,-6.9201,-3.8001,-1.09501,-0.137502,0.1,10.6
1,1,5.48,-2.04,-1.2325,-0.0200033,0.1,0
1,1,5.4307,-2.0408,-1.2325,-0.0200033,0.1,0.04
1,1,5.3815,-2.0415,-1.23,-0.0174999,0.1,0.08
1,1,5.3323,-2.0423,-1.22999,-0.0199974,0.1,0.12
1,1,5.2831,-2.0431,-1.23,-0.0200033,0.1,0.16
1,1,5.2338,-2.0439,-1.2325,-0.0199974,0.1,0.2
1,1,5.1846,-2.0446,-1.23,-0.0174999,0.1,0.24
1,1,5.1354,-2.0454,-1.23,-0.0199974,0.1,0.28
1,1,5.0861,-2.0461,-1.23249,-0.0174999,0.1,0.32
1,1,5.0369,-2.0469,-1.23,-0.0200033,0.1,0.36
1,1,4.9877,-2.0477,-1.23,-0.0199974,0.1,0.4
1,1,4.9385,-2.0485,-1.23,-0.0200033,0.1,0.44
1,1,4.8892,-2.0492,-1.23249,-0.0174999,0.1,0.48
1,1,4.84,-2.05,-1.23,-0.0199974,0.1,0.52
1,1,4.7908,-2.0508,-1.23,-0.0200033,0.1,0.56
1,1,4.7415,-2.0515,-1.2325,-0.0174999,0.1,0.6
1,1,4.6923,-2.0523,-1.23,-0.0199974,0.1,0.64
1,1,4.6431,-2.0531,-1.23,-0.0200033,0.1,0.68
1,1,4.5939,-2.0538,-1.22999,-0.0174999,0.1,0.72
1,1,4.5446,-2.0546,-1.2325,-0.0199974,0.1,0.76
1,1,4.4954,-2.0554,-1.23,-0.0199974,0.1,0.8
1,1,4.4461,-2.0562,-1.23249,-0.0200033,0.1,0.84
1,1,4.397,-2.0569,-1.22751,-0.0174999,0.1,0.88
1,1,4.3478,-2.0576,-1.23,-0.0174999,0.1,0.92
1,1,4.2983,-2.0586,-1.2375,-0.0249982,0.1,0.96
1,1,4.2488,-2.0596,-1.2375,-0.0250041,0.1,1
1,1,4.2011,-2.0592,-1.1925,0.0100017,0.1,1.04
1,1,4.1563,-2.0565,-1.12,0.0675023,0.1,1.08
1,1,4.1134,-2.0524,-1.0725,0.102496,0.1,1.12
1,1,4.0704,-2.0483,-1.07499,0.102502,0.1,1.16
1,1,4.0271,-2.0445,-1.0825,0.0949979,0.1,1.2
1,1,3.9839,-2.0407,-1.08,0.0950038,0.1,1.24
1,1,3.9406,-2.0368,-1.0825,0.0975013,0.1,1.28
1,1,3.8974,-2.0329,-1.08,0.0974953,0.1,1.32
1,1,3.8542,-2.029,-1.08,0.0975013,0.1,1.36
1,1,3.811,-2.0252,-1.07999,0.0950038,0.1,1.4
1,1,3.7677,-2.0213,-1.0825,0.0974953,0.1,1.44
1,1,3.7245,-2.0174,-1.08,0.0975013,0.1,1.48
1,1,3.6813,-2.0135,-1.08,0.0975013,0.1,1.52
1,1,3.6381,-2.0097,-1.08,0.0949979,0.1,1.56
1,1,3.5948,-2.0058,-1.0825,0.0975013,0.1,1.6
1,1,3.5516,-2.0019,-1.08,0.0975013,0.1,1.64
1,1,3.5084,-1.9981,-1.08,0.0949979,0.1,1.68
1,1,3.4652,-1.9942,-1.08,0.0975013,0.1,1.72
1,1,3.4219,-1.9903,-1.0825,0.0974983,0.1,1.76
1,1,3.3787,-1.9865,-1.08,0.0950009,0.1,1.8
1,1,3.3355,-1.9826,-1.08,0.0975013,0.1,1.84
1,1,3.2923,-1.9787,-1.08,0.0974983,0.1,1.88
1,1,3.249,-1.9748,-1.0825,0.0975013,0.1,1.92
1,1,3.2058,-1.971,-1.08,0.0950009,0.1,1.96
1,1,3.1626,-1.9671,-1.08,0.0974983,0.1,2
1,1,3.1194,-1.9632,-1.08,0.0975013,0.1,2.04
1,1,3.0761,-1.9593,-1.0825,0.0974983,0.1,2.08
1,1,3.0329,-1.9555,-1.08,0.0950009,0.1,2.12
1,1,2.9896,-1.9518,-1.0825,0.0925004,0.1,2.16
1,1,2.9466,-1.9474,-1.075,0.11,0.1,2.2
1,1,2.9035,-1.9429,-1.0775,0.112501,0.1,2.24
1,1,2.8594,-1.9423,-1.1025,0.0149995,0.1,2.28
1,1,2.8134,-1.948,-1.15,-0.1425,0.1,2.32
1,1,2.7663,-1.9575,-1.1775,-0.237501,0.1,2.36
1,1,2.7193,-1.9671,-1.175,-0.240001,0.1,2.4
1,1,2.6724,-1.9759,-1.1725,-0.220001,0.1,2.44
1,1,2.6255,-1.9848,-1.1725,-0.222498,0.1,2.48
1,1,2.5786,-1.9938,-1.1725,-0.225002,0.1,2.52
1,1,2.5317,-2.0028,-1.1725,-0.224999,0.1,2.56
1,1,2.4848,-2.0117,-1.17249,-0.222498,0.1,2.6
1,1,2.4379,-2.0207,-1.1725,-0.225002,0.1,2.64
1,1,2.391,-2.0297,-1.1725,-0.225002,0.1,2.68
1,1,2.3441,-2.0386,-1.1725,-0.222498,0.1,2.72
1,1,2.2972,-2.0476,-1.1725,-0.225002,0.1,2.76
1,1,2.2503,-2.0566,-1.1725,-0.225002,0.1,2.8
1,1,2.2034,-2.0655,-1.1725,-0.222498,0.1,2.84
1,1,2.1566,-2.0745,-1.17,-0.225002,0.1,2.88
1,1,2.1097,-2.0834,-1.1725,-0.222498,0.1,2.92
1,1,2.0628,-2.0924,-1.1725,-0.225002,0.1,2.96
1,1,2.0159,-2.1014,-1.1725,-0.224996,0.1,3
1,1,1.969,-2.1103,-1.1725,-0.222504,0.1,3.04
1,1,1.9221,-2.1193,-1.1725,-0.224996,0.1,3.08
1,1,1.8752,-2.1283,-1.1725,-0.225002,0.1,3.12
1,1,1.8283,-2.1372,-1.1725,-0.222504,0.1,3.16
1,1,1.7814,-2.1462,-1.1725,-0.224996,0.1,3.2
1,1,1.7345,-2.1552,-1.1725,-0.225002,0.1,3.24
1,1,1.6876,-2.1642,-1.1725,-0.225002,0.1,3.28
1,1,1.6407,-2.1731,-1.1725,-0.222498,0.1,3.32
1,1,1.5939,-2.182,-1.17,-0.222498,0.1,3.36
1,1,1.5471,-2.1908,-1.17,-0.220001,0.1,3.4
1,1,1.4995,-2.2006,-1.19,-0.244999,0.1,3.44
1,1,1.4506,-2.2123,-1.2225,-0.292504,0.1,3.48
1,1,1.4008,-2.2251,-1.245,-0.319999,0.1,3.52
1,1,1.3511,-2.2378,-1.2425,-0.317496,0.1,3.56
1,1,1.3015,-2.2504,-1.24,-0.315005,0.1,3.6
1,1,1.2519,-2.263,-1.24,-0.314999,0.1,3.64
1,1,1.2022,-2.2756,-1.2425,-0.314999,0.1,3.68
1,1,1.1526,-2.2882,-1.24,-0.314999,0.1,3.72
1,1,1.103,-2.3007,-1.24,-0.312501,0.1,3.76
1,1,1.0533,-2.3133,-1.2425,-0.314999,0.1,3.8
1,1,1.0037,-2.3259,-1.24,-0.315005,0.1,3.84
1,1,0.95407,-2.3385,-1.24075,-0.314999,0.1,3.88
1,1,0.90444,-2.3511,-1.24075,-0.314999,0.1,3.92
1,1,0.85481,-2.3637,-1.24075,-0.314999,0.1,3.96
1,1,0.80519,-2.3763,-1.2405,-0.315005,0.1,4
1,1,0.75556,-2.3889,-1.24075,-0.314999,0.1,4.04
1,1,0.70593,-2.4015,-1.24075,-0.314999,0.1,4.08
1,1,0.6563,-2.4141,-1.24075,-0.314999,0.1,4.12
1,1,0.60667,-2.4267,-1.24075,-0.315005,0.1,4.16
1,1,0.55704,-2.4393,-1.24075,-0.314999,0.1,4.2
1,1,0.50741,-2.4518,-1.24075,-0.312501,0.1,4.24
1,1,0.45778,-2.4644,-1.24075,-0.314999,0.1,4.28
1,1,0.40815,-2.4771,-1.24075,-0.317496,0.1,4.32
1,1,0.35852,-2.4896,-1.24075,-0.312501,0.1,4.36
1,1,0.3089,-2.5021,-1.2405,-0.312501,0.1,4.4
1,1,0.25924,-2.5151,-1.2415,-0.325,0.1,4.44
1,1,0.20959,-2.528,-1.24125,-0.322503,0.1,4.48
1,1,0.1601,-2.5385,-1.23725,-0.262499,0.1,4.52
1,1,0.11087,-2.5449,-1.23075,-0.159997,0.1,4.56
1,1,0.061802,-2.5487,-1.2267,-0.0950038,0.1,4.6
1,1,0.012734,-2.5526,-1.2267,-0.0974953,0.1,4.64
1,1,-0.036361,-2.5569,-1.22738,-0.107503,0.1,4.68
1,1,-0.085456,-2.5612,-1.22737,-0.107497,0.1,4.72
1,1,-0.13455,-2.5655,-1.22735,-0.107503,0.1,4.76
1,1,-0.18364,-2.5697,-1.22725,-0.105,0.1,4.8
1,1,-0.23273,-2.5739,-1.22725,-0.105,0.1,4.84
1,1,-0.28182,-2.5782,-1.22725,-0.107503,0.1,4.88
1,1,-0.33091,-2.5824,-1.22725,-0.105,0.1,4.92
1,1,-0.38,-2.5867,-1.22725,-0.107497,0.1,4.96
1,1,-0.42909,-2.5909,-1.22725,-0.105,0.1,5
1,1,-0.47818,-2.5952,-1.22725,-0.107503,0.1,5.04
1,1,-0.52727,-2.5994,-1.22725,-0.105,0.1,5.08
1,1,-0.57636,-2.6036,-1.22725,-0.105,0.1,5.12
1,1,-0.62545,-2.6079,-1.22725,-0.107497,0.1,5.16
1,1,-0.67455,-2.6121,-1.2275,-0.105,0.1,5.2
1,1,-0.72364,-2.6164,-1.22725,-0.107503,0.1,5.24
1,1,-0.77273,-2.6206,-1.22725,-0.105,0.1,5.28
1,1,-0.82182,-2.6249,-1.22725,-0.107503,0.1,5.32
1,1,-0.87091,-2.6291,-1.22725,-0.105,0.1,5.36
1,1,-0.92,-2.6333,-1.22725,-0.105,0.1,5.4
1,1,-0.96909,-2.6376,-1.22725,-0.107497,0.1,5.44
1,1,-1.0182,-2.6418,-1.22775,-0.105,0.1,5.48
1,1,-1.0673,-2.6461,-1.2275,-0.107503,0.1,5.52
1,1,-1.1164,-2.6503,-1.2275,-0.105,0.1,5.56
