time,frame_2.5,id,x,z,y,v_x,v_z,v_y
370.00,924.00,2.00,4.45,0.00,7.59,-0.43,0.00,-0.35
370.00,924.00,6.00,5.37,0.00,6.17,-1.14,0.00,-0.16
372.00,930.00,5.00,6.76,0.00,4.04,1.60,0.00,0.12
372.00,930.00,4.00,6.97,0.00,4.67,1.70,0.00,0.31
372.00,930.00,3.00,5.06,0.00,7.04,-0.64,0.00,-0.23
372.00,930.00,2.00,4.20,0.00,7.30,-0.53,0.00,-0.07
372.00,930.00,6.00,4.96,0.00,6.10,-1.15,0.00,-0.05
372.00,930.00,7.00,12.10,0.00,5.87,-1.98,0.00,0.40
374.00,936.00,5.00,7.42,0.00,4.15,1.57,0.00,0.17
374.00,936.00,4.00,7.72,0.00,4.93,1.68,0.00,0.36
374.00,936.00,3.00,4.87,0.00,6.96,-0.58,0.00,-0.02
374.00,936.00,2.00,4.03,0.00,7.53,-0.37,0.00,0.62
374.00,936.00,6.00,4.45,0.00,6.13,-1.33,0.00,0.17
374.00,936.00,7.00,11.30,0.00,6.03,-2.02,0.00,0.15
377.00,942.00,5.00,8.02,0.00,4.18,1.49,0.00,0.07
377.00,942.00,4.00,8.31,0.00,4.95,1.47,0.00,0.05
377.00,942.00,3.00,4.60,0.00,7.02,-0.52,0.00,0.03
377.00,942.00,2.00,3.91,0.00,7.80,-0.57,0.00,0.36
377.00,942.00,6.00,3.90,0.00,6.24,-1.29,0.00,0.06
377.00,942.00,7.00,10.50,0.00,5.99,-1.91,0.00,0.10
379.00,948.00,5.00,8.61,0.00,4.20,1.62,0.00,0.06
379.00,948.00,4.00,8.90,0.00,4.97,1.50,0.00,0.15
379.00,948.00,3.00,4.46,0.00,6.99,-0.58,0.00,0.04
379.00,948.00,2.00,3.58,0.00,7.82,-0.82,0.00,0.17
379.00,948.00,6.00,3.42,0.00,6.18,-1.01,0.00,0.00
379.00,948.00,7.00,9.77,0.00,6.11,-1.97,0.00,0.00
379.00,948.00,8.00,-2.59,0.00,-0.42,0.83,0.00,1.48
382.00,954.00,5.00,9.32,0.00,4.23,1.64,0.00,0.11
382.00,954.00,4.00,9.52,0.00,5.07,1.53,0.00,0.20
382.00,954.00,3.00,4.14,0.00,7.05,-0.88,0.00,0.00
382.00,954.00,2.00,3.25,0.00,7.93,-0.94,0.00,0.23
382.00,954.00,6.00,3.09,0.00,6.24,-0.89,0.00,0.26
382.00,954.00,7.00,8.91,0.00,5.99,-2.02,0.00,-0.30
382.00,954.00,8.00,-2.26,0.00,0.18,1.14,0.00,1.18
384.00,960.00,5.00,9.93,0.00,4.29,1.42,0.00,0.21
384.00,960.00,4.00,10.10,0.00,5.13,1.41,0.00,0.20
384.00,960.00,3.00,3.76,0.00,6.99,-0.89,0.00,-0.11
384.00,960.00,2.00,2.82,0.00,8.00,-1.14,0.00,0.14
384.00,960.00,6.00,2.71,0.00,6.39,-0.90,0.00,0.16
384.00,960.00,7.00,8.15,0.00,5.86,-1.90,0.00,-0.16
384.00,960.00,8.00,-1.67,0.00,0.53,1.09,0.00,0.69
386.00,966.00,5.00,10.50,0.00,4.40,1.35,0.00,0.31
386.00,966.00,4.00,10.60,0.00,5.23,1.34,0.00,0.29
386.00,966.00,3.00,3.42,0.00,6.96,-0.85,0.00,-0.17
386.00,966.00,2.00,2.34,0.00,8.04,-1.22,0.00,-0.02
386.00,966.00,6.00,2.37,0.00,6.36,-0.87,0.00,-0.18
386.00,966.00,7.00,7.38,0.00,5.86,-1.94,0.00,-0.06
386.00,966.00,8.00,-1.38,0.00,0.73,1.21,0.00,0.68
389.00,972.00,5.00,11.00,0.00,4.54,1.41,0.00,-0.09
389.00,972.00,4.00,11.20,0.00,5.36,1.41,0.00,0.28
389.00,972.00,3.00,3.08,0.00,6.85,-0.77,0.00,0.10
389.00,972.00,2.00,1.84,0.00,7.98,-1.13,0.00,-0.20
389.00,972.00,6.00,2.01,0.00,6.25,-0.88,0.00,-0.23
389.00,972.00,7.00,6.60,0.00,5.81,-1.88,0.00,-0.23
389.00,972.00,8.00,-0.71,0.00,1.07,1.28,0.00,0.91
391.00,978.00,5.00,11.60,0.00,4.32,1.34,0.00,-0.14
391.00,978.00,4.00,11.80,0.00,5.46,1.29,0.00,0.19
391.00,978.00,3.00,2.80,0.00,7.04,-1.05,0.00,0.56
391.00,978.00,2.00,1.44,0.00,7.88,-1.09,0.00,-0.37
391.00,978.00,6.00,1.66,0.00,6.18,-0.95,0.00,-0.12
391.00,978.00,7.00,5.88,0.00,5.68,-1.86,0.00,-0.23
391.00,978.00,8.00,-0.36,0.00,1.45,1.24,0.00,0.66
394.00,984.00,5.00,12.10,0.00,4.43,1.25,0.00,0.26
394.00,984.00,4.00,12.20,0.00,5.51,1.14,0.00,0.14
394.00,984.00,3.00,2.24,0.00,7.30,-1.28,0.00,0.13
394.00,984.00,2.00,0.97,0.00,7.69,-1.12,0.00,-0.60
394.00,984.00,6.00,1.25,0.00,6.15,-0.95,0.00,-0.07
394.00,984.00,7.00,5.11,0.00,5.63,-1.96,0.00,-0.29
394.00,984.00,8.00,0.28,0.00,1.60,1.47,0.00,0.48
396.00,990.00,3.00,1.78,0.00,7.15,-1.15,0.00,-0.37
396.00,990.00,2.00,0.54,0.00,7.40,-1.08,0.00,-0.66
396.00,990.00,6.00,0.90,0.00,6.12,-0.97,0.00,-0.18
396.00,990.00,7.00,4.31,0.00,5.44,-1.95,0.00,-0.30
396.00,990.00,8.00,0.82,0.00,1.83,1.20,0.00,0.47
398.00,996.00,3.00,1.32,0.00,7.00,-1.15,0.00,-0.27
398.00,996.00,2.00,0.11,0.00,7.16,-1.08,0.00,-0.50
398.00,996.00,6.00,0.48,0.00,6.01,-0.52,0.00,-0.15
398.00,996.00,7.00,3.55,0.00,5.39,-1.87,0.00,-0.31
398.00,996.00,8.00,1.24,0.00,1.98,1.18,0.00,0.46
401.00,1000.00,3.00,0.86,0.00,6.94,-1.35,0.00,-0.09
401.00,1000.00,2.00,-0.32,0.00,7.00,-0.98,0.00,-0.80
401.00,1000.00,6.00,0.48,0.00,6.01,-0.85,0.00,-0.02
401.00,1000.00,7.00,2.82,0.00,5.19,-1.85,0.00,-0.37
401.00,1000.00,8.00,1.76,0.00,2.21,1.54,0.00,0.57
403.00,1010.00,3.00,0.24,0.00,6.93,-1.43,0.00,-0.09
403.00,1010.00,2.00,-0.68,0.00,6.52,-1.00,0.00,-0.92
403.00,1010.00,6.00,-0.20,0.00,5.99,-1.19,0.00,-0.18
403.00,1010.00,7.00,2.07,0.00,5.09,-1.81,0.00,-0.22
403.00,1010.00,8.00,2.48,0.00,2.43,1.46,0.00,0.51
406.00,1010.00,3.00,-0.28,0.00,6.86,-1.20,0.00,-0.33
406.00,1010.00,2.00,-1.13,0.00,6.27,-1.05,0.00,-0.59
406.00,1010.00,6.00,-0.47,0.00,5.87,-0.70,0.00,-0.43
406.00,1010.00,7.00,1.37,0.00,5.02,-1.72,0.00,-0.23
406.00,1010.00,8.00,2.93,0.00,2.61,1.49,0.00,0.50
408.00,1020.00,3.00,-0.72,0.00,6.66,-1.10,0.00,-0.51
408.00,1020.00,2.00,-1.52,0.00,6.05,-0.99,0.00,-0.53
408.00,1020.00,6.00,-0.75,0.00,5.65,-0.71,0.00,-0.55
408.00,1020.00,7.00,0.70,0.00,4.91,-1.67,0.00,-0.29
408.00,1020.00,8.00,3.67,0.00,2.83,1.45,0.00,0.11
410.00,1030.00,8.00,4.09,0.00,2.70,1.23,0.00,-0.12
413.00,1030.00,8.00,4.65,0.00,2.74,1.47,0.00,0.32
415.00,1040.00,8.00,5.26,0.00,2.95,1.52,0.00,0.53
418.00,1040.00,8.00,5.87,0.00,3.16,1.54,0.00,0.36
420.00,1050.00,9.00,12.80,0.00,4.68,0.00,0.00,0.00
420.00,1050.00,10.00,12.80,0.00,5.29,0.00,0.00,0.00
420.00,1050.00,8.00,6.50,0.00,3.24,1.42,0.00,0.51
420.00,1050.00,12.00,12.10,0.00,6.95,-1.04,0.00,-0.03
420.00,1050.00,11.00,12.50,0.00,6.19,-1.97,0.00,0.01
422.00,1060.00,9.00,12.80,0.00,4.68,0.00,0.00,0.00
422.00,1060.00,10.00,12.80,0.00,5.29,0.00,0.00,0.00
422.00,1060.00,8.00,7.00,0.00,3.57,1.29,0.00,0.56
422.00,1060.00,12.00,11.70,0.00,6.94,-1.05,0.00,-0.03
422.00,1060.00,11.00,11.70,0.00,6.20,-1.33,0.00,-0.32
425.00,1060.00,9.00,12.80,0.00,4.68,0.00,0.00,0.00
425.00,1060.00,10.00,12.80,0.00,5.29,0.00,0.00,0.00
425.00,1060.00,8.00,7.53,0.00,3.69,1.36,0.00,0.39
425.00,1060.00,12.00,11.30,0.00,6.93,-1.06,0.00,-0.03
425.00,1060.00,11.00,11.40,0.00,5.94,-0.78,0.00,-0.30
427.00,1070.00,9.00,12.80,0.00,4.68,0.00,0.00,0.00
427.00,1070.00,10.00,12.80,0.00,5.29,0.00,0.00,0.00
427.00,1070.00,8.00,8.09,0.00,3.89,1.45,0.00,0.39
427.00,1070.00,12.00,10.80,0.00,6.92,-1.03,0.00,-0.18
427.00,1070.00,11.00,11.10,0.00,5.96,-0.97,0.00,0.05
427.00,1070.00,13.00,12.00,0.00,6.07,-0.85,0.00,0.14
430.00,1070.00,9.00,12.80,0.00,4.68,0.00,0.00,-0.05
430.00,1070.00,10.00,12.80,0.00,5.29,0.00,0.00,0.00
430.00,1070.00,8.00,8.69,0.00,4.00,1.42,0.00,0.33
430.00,1070.00,12.00,10.40,0.00,6.78,-0.95,0.00,-0.24
430.00,1070.00,11.00,10.70,0.00,5.98,-1.02,0.00,0.20
430.00,1070.00,13.00,11.60,0.00,6.12,-0.81,0.00,0.09
430.00,1070.00,14.00,12.90,0.00,6.70,-0.99,0.00,0.73
432.00,1080.00,9.00,12.80,0.00,4.64,0.00,0.00,-0.10
432.00,1080.00,10.00,12.80,0.00,5.29,0.00,0.00,-0.05
432.00,1080.00,8.00,9.23,0.00,4.15,1.30,0.00,0.38
432.00,1080.00,12.00,10.10,0.00,6.73,-0.96,0.00,-0.29
432.00,1080.00,11.00,10.30,0.00,6.12,-0.73,0.00,0.34
432.00,1080.00,13.00,11.30,0.00,6.14,-1.18,0.00,-0.63
432.00,1080.00,14.00,12.50,0.00,7.00,-1.00,0.00,0.69
434.00,1090.00,9.00,12.80,0.00,4.60,0.00,0.00,-0.10
434.00,1090.00,10.00,12.80,0.00,5.26,0.04,0.00,-0.05
434.00,1090.00,8.00,9.73,0.00,4.30,1.28,0.00,0.27
434.00,1090.00,12.00,9.67,0.00,6.55,-0.92,0.00,-0.30
434.00,1090.00,11.00,10.10,0.00,6.25,-0.65,0.00,0.08
434.00,1090.00,13.00,10.70,0.00,5.62,-1.30,0.00,-0.82
434.00,1090.00,15.00,12.90,0.00,6.36,-0.92,0.00,0.05
434.00,1090.00,14.00,12.10,0.00,7.25,-0.88,0.00,0.25
437.00,1090.00,9.00,12.80,0.00,4.56,0.04,0.00,-0.05
437.00,1090.00,10.00,12.80,0.00,5.25,0.14,0.00,-0.01
437.00,1090.00,8.00,10.30,0.00,4.36,1.26,0.00,0.27
437.00,1090.00,12.00,9.34,0.00,6.49,-0.83,0.00,-0.25
437.00,1090.00,11.00,9.77,0.00,6.19,-0.56,0.00,-0.17
437.00,1090.00,13.00,10.30,0.00,5.48,-1.06,0.00,-0.30
437.00,1090.00,15.00,12.50,0.00,6.39,-1.01,0.00,0.30
437.00,1090.00,14.00,11.80,0.00,7.20,-0.89,0.00,0.16
439.00,1100.00,9.00,12.90,0.00,4.56,0.09,0.00,-0.05
439.00,1100.00,10.00,12.90,0.00,5.25,0.18,0.00,-0.01
439.00,1100.00,8.00,10.70,0.00,4.51,1.19,0.00,0.26
439.00,1100.00,12.00,9.01,0.00,6.35,-0.83,0.00,-0.26
439.00,1100.00,11.00,9.65,0.00,6.11,-0.56,0.00,-0.17
439.00,1100.00,13.00,9.86,0.00,5.38,-1.07,0.00,-0.26
439.00,1100.00,15.00,12.00,0.00,6.61,-1.06,0.00,0.45
439.00,1100.00,14.00,11.40,0.00,7.38,-1.04,0.00,0.37
442.00,1100.00,9.00,12.90,0.00,4.52,0.09,0.00,-0.10
442.00,1100.00,10.00,13.00,0.00,5.25,0.18,0.00,-0.01
442.00,1100.00,8.00,11.20,0.00,4.57,1.08,0.00,0.21
442.00,1100.00,12.00,8.67,0.00,6.29,-0.99,0.00,-0.15
442.00,1100.00,11.00,9.32,0.00,6.05,-0.98,0.00,-0.15
442.00,1100.00,13.00,9.45,0.00,5.28,-1.08,0.00,-0.21
442.00,1100.00,16.00,11.70,0.00,5.61,-1.32,0.00,0.46
442.00,1100.00,15.00,11.60,0.00,6.75,-0.99,0.00,0.26
442.00,1100.00,14.00,11.00,0.00,7.49,-1.05,0.00,0.22
442.00,1100.00,17.00,12.70,0.00,6.80,-1.37,0.00,0.67
444.00,1110.00,8.00,11.60,0.00,4.68,0.97,0.00,0.36
444.00,1110.00,12.00,8.21,0.00,6.23,-1.11,0.00,-0.20
444.00,1110.00,11.00,8.87,0.00,5.99,-1.09,0.00,-0.20
444.00,1110.00,13.00,8.99,0.00,5.21,-1.04,0.00,-0.32
444.00,1110.00,16.00,11.20,0.00,5.80,-1.14,0.00,0.35
444.00,1110.00,15.00,11.30,0.00,6.81,-1.00,0.00,0.16
444.00,1110.00,14.00,10.60,0.00,7.56,-0.83,0.00,-0.09
444.00,1110.00,17.00,12.10,0.00,7.06,-1.24,0.00,0.52
444.00,1110.00,18.00,12.80,0.00,6.25,-0.64,0.00,0.32
446.00,1120.00,8.00,12.00,0.00,4.86,1.05,0.00,0.35
446.00,1120.00,12.00,7.78,0.00,6.13,-1.08,0.00,-0.25
446.00,1120.00,11.00,8.45,0.00,5.89,-1.28,0.00,-0.55
446.00,1120.00,13.00,8.61,0.00,5.02,-1.11,0.00,-0.27
446.00,1120.00,16.00,10.80,0.00,5.89,-1.27,0.00,0.06
446.00,1120.00,15.00,10.80,0.00,6.88,-1.27,0.00,-0.02
446.00,1120.00,14.00,10.30,0.00,7.42,-1.10,0.00,-0.17
446.00,1120.00,17.00,11.70,0.00,7.21,-1.37,0.00,0.24
446.00,1120.00,18.00,12.60,0.00,6.38,-1.21,0.00,0.12
449.00,1120.00,8.00,12.40,0.00,4.96,1.04,0.00,0.25
449.00,1120.00,12.00,7.35,0.00,6.03,-1.14,0.00,-0.15
449.00,1120.00,11.00,7.84,0.00,5.55,-1.40,0.00,-0.50
449.00,1120.00,13.00,8.11,0.00,5.00,-1.11,0.00,-0.11
449.00,1120.00,16.00,10.20,0.00,5.85,-1.39,0.00,-0.08
449.00,1120.00,15.00,10.20,0.00,6.80,-1.34,0.00,-0.21
449.00,1120.00,14.00,9.71,0.00,7.43,-1.36,0.00,-0.10
449.00,1120.00,17.00,11.00,0.00,7.25,-1.43,0.00,0.30
449.00,1120.00,20.00,12.70,0.00,6.60,-1.00,0.00,0.64
449.00,1120.00,18.00,11.80,0.00,6.35,-1.46,0.00,0.13
451.00,1130.00,8.00,12.80,0.00,5.06,0.94,0.00,0.25
451.00,1130.00,12.00,6.87,0.00,6.01,-1.15,0.00,-0.15
451.00,1130.00,11.00,7.32,0.00,5.49,-1.20,0.00,-0.21
451.00,1130.00,13.00,7.72,0.00,4.93,-1.03,0.00,-0.22
451.00,1130.00,16.00,9.71,0.00,5.83,-1.16,0.00,-0.04
451.00,1130.00,15.00,9.75,0.00,6.71,-1.16,0.00,-0.18
451.00,1130.00,14.00,9.26,0.00,7.34,-1.12,0.00,-0.12
451.00,1130.00,17.00,10.50,0.00,7.45,-1.22,0.00,0.23
451.00,1130.00,20.00,12.30,0.00,6.86,-1.29,0.00,0.61
451.00,1130.00,18.00,11.40,0.00,6.49,-1.28,0.00,0.42
454.00,1130.00,12.00,6.43,0.00,5.91,-1.12,0.00,-0.26
454.00,1130.00,11.00,6.88,0.00,5.38,-1.11,0.00,-0.32
454.00,1130.00,13.00,7.29,0.00,4.82,-1.10,0.00,-0.33
454.00,1130.00,16.00,9.27,0.00,5.81,-1.08,0.00,-0.25
454.00,1130.00,15.00,9.31,0.00,6.65,-1.12,0.00,-0.08
454.00,1130.00,14.00,8.81,0.00,7.33,-1.13,0.00,-0.02
454.00,1130.00,17.00,10.10,0.00,7.44,-1.19,0.00,0.04
454.00,1130.00,20.00,11.60,0.00,7.10,-1.45,0.00,0.58
454.00,1130.00,18.00,10.80,0.00,6.68,-1.35,0.00,0.28
456.00,1140.00,12.00,5.98,0.00,5.80,-1.18,0.00,-0.16
456.00,1140.00,11.00,6.43,0.00,5.23,-1.17,0.00,-0.22
456.00,1140.00,13.00,6.84,0.00,4.67,-1.12,0.00,-0.39
456.00,1140.00,16.00,8.85,0.00,5.63,-1.05,0.00,-0.26
456.00,1140.00,15.00,8.86,0.00,6.64,-1.14,0.00,-0.08
456.00,1140.00,14.00,8.35,0.00,7.32,-0.93,0.00,0.17
456.00,1140.00,17.00,9.59,0.00,7.47,-1.15,0.00,0.08
456.00,1140.00,20.00,11.10,0.00,7.33,-1.38,0.00,0.44
456.00,1140.00,18.00,10.30,0.00,6.71,-1.28,0.00,0.23
458.00,1150.00,12.00,5.48,0.00,5.78,-1.14,0.00,-0.11
458.00,1150.00,11.00,5.94,0.00,5.21,-1.12,0.00,-0.12
458.00,1150.00,13.00,6.39,0.00,4.52,-1.13,0.00,-0.34
458.00,1150.00,16.00,8.43,0.00,5.61,-1.31,0.00,-0.04
458.00,1150.00,15.00,8.40,0.00,6.59,-1.15,0.00,-0.14
458.00,1150.00,14.00,8.06,0.00,7.46,-0.94,0.00,0.12
458.00,1150.00,17.00,9.14,0.00,7.51,-1.42,0.00,0.35
458.00,1150.00,20.00,10.50,0.00,7.45,-1.51,0.00,0.26
458.00,1150.00,18.00,9.80,0.00,6.86,-1.15,0.00,0.12
458.00,1150.00,21.00,11.70,0.00,5.34,-1.37,0.00,-0.53
461.00,1150.00,12.00,5.07,0.00,5.71,-1.10,0.00,-0.22
461.00,1150.00,11.00,5.53,0.00,5.14,-1.09,0.00,-0.23
461.00,1150.00,13.00,5.94,0.00,4.40,-1.08,0.00,-0.34
461.00,1150.00,16.00,7.80,0.00,5.59,-1.29,0.00,-0.31
461.00,1150.00,15.00,7.93,0.00,6.53,-1.17,0.00,-0.09
461.00,1150.00,14.00,7.60,0.00,7.41,-1.18,0.00,-0.07
461.00,1150.00,17.00,8.46,0.00,7.76,-1.74,0.00,0.48
461.00,1150.00,20.00,9.91,0.00,7.53,-1.70,0.00,0.02
461.00,1150.00,18.00,9.40,0.00,6.81,-1.33,0.00,-0.17
461.00,1150.00,21.00,11.10,0.00,5.13,-1.24,0.00,-0.74
463.00,1160.00,12.00,4.60,0.00,5.60,-1.17,0.00,-0.11
463.00,1160.00,11.00,5.07,0.00,5.03,-1.06,0.00,-0.45
463.00,1160.00,13.00,5.53,0.00,4.24,-1.05,0.00,-0.46
463.00,1160.00,16.00,7.40,0.00,5.36,-1.09,0.00,-0.21
463.00,1160.00,15.00,7.46,0.00,6.52,-1.13,0.00,-0.04
463.00,1160.00,14.00,7.12,0.00,7.40,-1.36,0.00,-0.17
463.00,1160.00,17.00,7.75,0.00,7.89,-1.57,0.00,0.37
463.00,1160.00,20.00,9.18,0.00,7.46,-1.63,0.00,-0.03
463.00,1160.00,18.00,8.74,0.00,6.73,-1.50,0.00,-0.06
463.00,1160.00,21.00,10.70,0.00,4.75,-1.26,0.00,-0.70
466.00,1160.00,12.00,4.14,0.00,5.62,-1.06,0.00,-0.01
466.00,1160.00,11.00,4.69,0.00,4.78,-1.01,0.00,-0.40
466.00,1160.00,13.00,5.10,0.00,4.04,-1.06,0.00,-0.41
466.00,1160.00,16.00,6.93,0.00,5.42,-0.98,0.00,0.04
466.00,1160.00,15.00,7.03,0.00,6.50,-1.15,0.00,-0.14
466.00,1160.00,14.00,6.51,0.00,7.28,-1.38,0.00,-0.27
466.00,1160.00,17.00,7.20,0.00,8.06,-1.23,0.00,0.09
466.00,1160.00,20.00,8.61,0.00,7.50,-1.50,0.00,0.06
466.00,1160.00,18.00,8.20,0.00,6.76,-1.15,0.00,0.12
466.00,1160.00,21.00,10.10,0.00,4.57,-1.32,0.00,-0.51
468.00,1170.00,12.00,3.76,0.00,5.60,-1.02,0.00,-0.23
468.00,1170.00,11.00,4.26,0.00,4.71,-1.07,0.00,-0.24
468.00,1170.00,13.00,4.68,0.00,3.91,-1.01,0.00,-0.31
468.00,1170.00,16.00,6.62,0.00,5.39,-1.00,0.00,-0.06
468.00,1170.00,15.00,6.55,0.00,6.40,-1.17,0.00,-0.25
468.00,1170.00,14.00,6.02,0.00,7.19,-1.18,0.00,-0.19
468.00,1170.00,17.00,6.77,0.00,7.97,-1.14,0.00,0.09
468.00,1170.00,20.00,7.98,0.00,7.51,-1.52,0.00,0.11
468.00,1170.00,18.00,7.82,0.00,6.82,-1.21,0.00,0.18
468.00,1170.00,21.00,9.65,0.00,4.34,-1.24,0.00,-0.62
470.00,1180.00,12.00,3.32,0.00,5.44,-1.10,0.00,-0.29
470.00,1180.00,11.00,3.83,0.00,4.59,-1.08,0.00,-0.24
470.00,1180.00,13.00,4.30,0.00,3.79,-1.02,0.00,-0.31
470.00,1180.00,16.00,6.13,0.00,5.37,-1.28,0.00,-0.05
470.00,1180.00,15.00,6.10,0.00,6.30,-1.18,0.00,-0.20
470.00,1180.00,14.00,5.57,0.00,7.13,-1.19,0.00,-0.14
