point cloud with 14330 points in dimension 3
value range: [0.156109,183.325]
 [0,0.350224)
 [0,0.350236)
 [0,0.350435)
 [0,0.350554)
 [0,0.350625)
 [0,0.350647)
 [0,0.350705)
 [0,0.350796)
 [0,0.350853)
 [0,0.350956)
 [0,0.351006)
 [0,0.351063)
 [0,0.351142)
 [0,0.351295)
 [0,0.351295)
 [0,0.35149)
 [0,0.351518)
 [0,0.351518)
 [0,0.351899)
 [0,0.35198)
 [0,0.352001)
 [0,0.352001)
 [0,0.352149)
 [0,0.352285)
 [0,0.352321)
 [0,0.352321)
 [0,0.352366)
 [0,0.352597)
 [0,0.352647)
 [0,0.352732)
 [0,0.35283)
 [0,0.352853)
 [0,0.352881)
 [0,0.352887)
 [0,0.352953)
 [0,0.353001)
 [0,0.353051)
 [0,0.353115)
 [0,0.35318)
 [0,0.353227)
 [0,0.353402)
 [0,0.353594)
 [0,0.3536)
 [0,0.353638)
 [0,0.353751)
 [0,0.353794)
 [0,0.353815)
 [0,0.353815)
 [0,0.353986)
 [0,0.354154)
 [0,0.354171)
 [0,0.354277)
 [0,0.354457)
 [0,0.354457)
 [0,0.35451)
 [0,0.354543)
 [0,0.354765)
 [0,0.354803)
 [0,0.354866)
 [0,0.354888)
 [0,0.354927)
 [0,0.354993)
 [0,0.355006)
 [0,0.355169)
 [0,0.355179)
 [0,0.355186)
 [0,0.355394)
 [0,0.35549)
 [0,0.355584)
 [0,0.355879)
 [0,0.355879)
 [0,0.35609)
 [0,0.356115)
 [0,0.356202)
 [0,0.35632)
 [0,0.356366)
 [0,0.356385)
 [0,0.356561)
 [0,0.35662)
 [0,0.356679)
 [0,0.356709)
 [0,0.356721)
 [0,0.356725)
 [0,0.356786)
 [0,0.356808)
 [0,0.356931)
 [0,0.357022)
 [0,0.357035)
 [0,0.357106)
 [0,0.35714)
 [0,0.357237)
 [0,0.35733)
 [0,0.357549)
 [0,0.357628)
 [0,0.357693)
 [0,0.357799)
 [0,0.357806)
 [0,0.357845)
 [0,0.357946)
 [0,0.357972)
 [0,0.358022)
 [0,0.358064)
 [0,0.358377)
 [0,0.358431)
 [0,0.358615)
 [0,0.35866)
 [0,0.358776)
 [0,0.358943)
 [0,0.359201)
 [0,0.359201)
 [0,0.359235)
 [0,0.35931)
 [0,0.35934)
 [0,0.359489)
 [0,0.359494)
 [0,0.359536)
 [0,0.359555)
 [0,0.359568)
 [0,0.35958)
 [0,0.359607)
 [0,0.359778)
 [0,0.359862)
 [0,0.359951)
 [0,0.360035)
 [0,0.360089)
 [0,0.36009)
 [0,0.360168)
 [0,0.360225)
 [0,0.360281)
 [0,0.360401)
 [0,0.360411)
 [0,0.360451)
 [0,0.360538)
 [0,0.360584)
 [0,0.360627)
 [0,0.360669)
 [0,0.360802)
 [0,0.360835)
 [0,0.360938)
 [0,0.360999)
 [0,0.361066)
 [0,0.361067)
 [0,0.361216)
 [0,0.361367)
 [0,0.361836)
 [0,0.361836)
 [0,0.361873)
 [0,0.361929)
 [0,0.36203)
 [0,0.36225)
 [0,0.362428)
 [0,0.362581)
 [0,0.362684)
 [0,0.36273)
 [0,0.362927)
 [0,0.363208)
 [0,0.363226)
 [0,0.363321)
 [0,0.363325)
 [0,0.363341)
 [0,0.363402)
 [0,0.363496)
 [0,0.363633)
 [0,0.363728)
 [0,0.363902)
 [0,0.363941)
 [0,0.364006)
 [0,0.364088)
 [0,0.364111)
 [0,0.364179)
 [0,0.364408)
 [0,0.364445)
 [0,0.364541)
 [0,0.364611)
 [0,0.364726)
 [0,0.364726)
 [0,0.36494)
 [0,0.364973)
 [0,0.365088)
 [0,0.365318)
 [0,0.365322)
 [0,0.365378)
 [0,0.36558)
 [0,0.365657)
 [0,0.365657)
 [0,0.365759)
 [0,0.365805)
 [0,0.365831)
 [0,0.365854)
 [0,0.365962)
 [0,0.366087)
 [0,0.366137)
 [0,0.366175)
 [0,0.366267)
 [0,0.36635)
 [0,0.36662)
 [0,0.366751)
 [0,0.36676)
 [0,0.366816)
 [0,0.36696)
 [0,0.366989)
 [0,0.367136)
 [0,0.367185)
 [0,0.367267)
 [0,0.36735)
 [0,0.367441)
 [0,0.367459)
 [0,0.367535)
 [0,0.367696)
 [0,0.367729)
 [0,0.367789)
 [0,0.368001)
 [0,0.368087)
 [0,0.368148)
 [0,0.368155)
 [0,0.368196)
 [0,0.36824)
 [0,0.368262)
 [0,0.368278)
 [0,0.368392)
 [0,0.368505)
 [0,0.368505)
 [0,0.368555)
 [0,0.36888)
 [0,0.368973)
 [0,0.368973)
 [0,0.368973)
 [0,0.368978)
 [0,0.369331)
 [0,0.36939)
 [0,0.369412)
 [0,0.369542)
 [0,0.369567)
 [0,0.369579)
 [0,0.369716)
 [0,0.369817)
 [0,0.369846)
 [0,0.369996)
 [0,0.370012)
 [0,0.370073)
 [0,0.370108)
 [0,0.370255)
 [0,0.370308)
 [0,0.37039)
 [0,0.370612)
 [0,0.370633)
 [0,0.370656)
 [0,0.370799)
 [0,0.370883)
 [0,0.370904)
 [0,0.370995)
 [0,0.371163)
 [0,0.371228)
 [0,0.371576)
 [0,0.371602)
 [0,0.371614)
 [0,0.371618)
 [0,0.371637)
 [0,0.371722)
 [0,0.37191)
 [0,0.372007)
 [0,0.372013)
 [0,0.372034)
 [0,0.37211)
 [0,0.372404)
 [0,0.372465)
 [0,0.37249)
 [0,0.372941)
 [0,0.373027)
 [0,0.373054)
 [0,0.373118)
 [0,0.373134)
 [0,0.373162)
 [0,0.373181)
 [0,0.373193)
 [0,0.373263)
 [0,0.37343)
 [0,0.373439)
 [0,0.373483)
 [0,0.373484)
 [0,0.373504)
 [0,0.373524)
 [0,0.373777)
 [0,0.373872)
 [0,0.373905)
 [0,0.373909)
 [0,0.37408)
 [0,0.374114)
 [0,0.374146)
 [0,0.374354)
 [0,0.374449)
 [0,0.374721)
 [0,0.374724)
 [0,0.374775)
 [0,0.374803)
 [0,0.374817)
 [0,0.374833)
 [0,0.374919)
 [0,0.374961)
 [0,0.374995)
 [0,0.375005)
 [0,0.375033)
 [0,0.375105)
 [0,0.375299)
 [0,0.375406)
 [0,0.375446)
 [0,0.375516)
 [0,0.37563)
 [0,0.375665)
 [0,0.375709)
 [0,0.375822)
 [0,0.375969)
 [0,0.376033)
 [0,0.376085)
 [0,0.376113)
 [0,0.376198)
 [0,0.376241)
 [0,0.376336)
 [0,0.376384)
 [0,0.376545)
 [0,0.376595)
 [0,0.376724)
 [0,0.376809)
 [0,0.37682)
 [0,0.376961)
 [0,0.377053)
 [0,0.37718)
 [0,0.37718)
 [0,0.377191)
 [0,0.37733)
 [0,0.377343)
 [0,0.377386)
 [0,0.377461)
 [0,0.377477)
 [0,0.377478)
 [0,0.377584)
 [0,0.377709)
 [0,0.377976)
 [0,0.377985)
 [0,0.378021)
 [0,0.378188)
 [0,0.37819)
 [0,0.378312)
 [0,0.378319)
 [0,0.378344)
 [0,0.378356)
 [0,0.378451)
 [0,0.378477)
 [0,0.378621)
 [0,0.378621)
 [0,0.37864)
 [0,0.378695)
 [0,0.378725)
 [0,0.378727)
 [0,0.378762)
 [0,0.378794)
 [0,0.378819)
 [0,0.378826)
 [0,0.378846)
 [0,0.378904)
 [0,0.379016)
 [0,0.379021)
 [0,0.379084)
 [0,0.379096)
 [0,0.379139)
 [0,0.379158)
 [0,0.379486)
 [0,0.37961)
 [0,0.379638)
 [0,0.379638)
 [0,0.379684)
 [0,0.379971)
 [0,0.380076)
 [0,0.380091)
 [0,0.380237)
 [0,0.380296)
 [0,0.380581)
 [0,0.380617)
 [0,0.380695)
 [0,0.380764)
 [0,0.380789)
 [0,0.381096)
 [0,0.381115)
 [0,0.381147)
 [0,0.381159)
 [0,0.381242)
 [0,0.381274)
 [0,0.38139)
 [0,0.38143)
 [0,0.38143)
 [0,0.381446)
 [0,0.381494)
 [0,0.38154)
 [0,0.381651)
 [0,0.381702)
 [0,0.381725)
 [0,0.381914)
 [0,0.382001)
 [0,0.382047)
 [0,0.382237)
 [0,0.382413)
 [0,0.382462)
 [0,0.382545)
 [0,0.382688)
 [0,0.382969)
 [0,0.382969)
 [0,0.383043)
 [0,0.383047)
 [0,0.383099)
 [0,0.383103)
 [0,0.383207)
 [0,0.383214)
 [0,0.383231)
 [0,0.383256)
 [0,0.383256)
 [0,0.383273)
 [0,0.383318)
 [0,0.38351)
 [0,0.383548)
 [0,0.383648)
 [0,0.383659)
 [0,0.383678)
 [0,0.383725)
 [0,0.383776)
 [0,0.384005)
 [0,0.384012)
 [0,0.384012)
 [0,0.38413)
 [0,0.384194)
 [0,0.3842)
 [0,0.38422)
 [0,0.384241)
 [0,0.384241)
 [0,0.384253)
 [0,0.384376)
 [0,0.384419)
 [0,0.38447)
 [0,0.384502)
 [0,0.384506)
 [0,0.38452)
 [0,0.384662)
 [0,0.384667)
 [0,0.384689)
 [0,0.384833)
 [0,0.384865)
 [0,0.384879)
 [0,0.384881)
 [0,0.385033)
 [0,0.385053)
 [0,0.385083)
 [0,0.385175)
 [0,0.385379)
 [0,0.385426)
 [0,0.385576)
 [0,0.385635)
 [0,0.385635)
 [0,0.385697)
 [0,0.385861)
 [0,0.385914)
 [0,0.385914)
 [0,0.386079)
 [0,0.38608)
 [0,0.386083)
 [0,0.386122)
 [0,0.386124)
 [0,0.386167)
 [0,0.386167)
 [0,0.386359)
 [0,0.386409)
 [0,0.386476)
 [0,0.386588)
 [0,0.386743)
 [0,0.386866)
 [0,0.387001)
 [0,0.387081)
 [0,0.387114)
 [0,0.387114)
 [0,0.387156)
 [0,0.387177)
 [0,0.387186)
 [0,0.387238)
 [0,0.387243)
 [0,0.387262)
 [0,0.387371)
 [0,0.387372)
 [0,0.387584)
 [0,0.387621)
 [0,0.387621)
 [0,0.387625)
 [0,0.38766)
 [0,0.387714)
 [0,0.387734)
 [0,0.387742)
 [0,0.387743)
 [0,0.387764)
 [0,0.388106)
 [0,0.388125)
 [0,0.38833)
 [0,0.388353)
 [0,0.388417)
 [0,0.388542)
 [0,0.388542)
 [0,0.388599)
 [0,0.3886)
 [0,0.38865)
 [0,0.388703)
 [0,0.388789)
 [0,0.38887)
 [0,0.388909)
 [0,0.388973)
 [0,0.388973)
 [0,0.389012)
 [0,0.389019)
 [0,0.389031)
 [0,0.389062)
 [0,0.389082)
 [0,0.389082)
 [0,0.389082)
 [0,0.389104)
 [0,0.389144)
 [0,0.389166)
 [0,0.389196)
 [0,0.389371)
 [0,0.389416)
 [0,0.389487)
 [0,0.389509)
 [0,0.389536)
 [0,0.389597)
 [0,0.389622)
 [0,0.389709)
 [0,0.389741)
 [0,0.389786)
 [0,0.389864)
 [0,0.389936)
 [0,0.389974)
 [0,0.389976)
 [0,0.39)
 [0,0.390021)
 [0,0.390155)
 [0,0.39016)
 [0,0.390309)
 [0,0.390325)
 [0,0.390513)
 [0,0.39057)
 [0,0.390801)
 [0,0.390913)
 [0,0.390944)
 [0,0.391032)
 [0,0.391082)
 [0,0.391138)
 [0,0.391215)
 [0,0.391337)
 [0,0.3914)
 [0,0.391633)
 [0,0.391721)
 [0,0.391782)
 [0,0.391879)
 [0,0.391901)
 [0,0.391931)
 [0,0.39195)
 [0,0.392005)
 [0,0.39202)
 [0,0.39202)
 [0,0.39202)
 [0,0.392047)
 [0,0.392154)
 [0,0.392173)
 [0,0.392184)
 [0,0.39239)
 [0,0.39244)
 [0,0.392441)
 [0,0.392474)
 [0,0.392474)
 [0,0.392475)
 [0,0.392581)
 [0,0.392613)
 [0,0.392796)
 [0,0.392822)
 [0,0.392842)
 [0,0.392944)
 [0,0.392948)
 [0,0.393001)
 [0,0.393024)
 [0,0.393071)
 [0,0.393224)
 [0,0.393285)
 [0,0.393295)
 [0,0.393295)
 [0,0.393314)
 [0,0.393539)
 [0,0.393549)
 [0,0.393615)
 [0,0.393742)
 [0,0.393794)
 [0,0.393803)
 [0,0.393859)
 [0,0.393859)
 [0,0.394058)
 [0,0.394069)
 [0,0.394118)
 [0,0.394203)
 [0,0.394244)
 [0,0.394255)
 [0,0.394271)
 [0,0.394367)
 [0,0.394437)
 [0,0.394458)
 [0,0.394554)
 [0,0.394559)
 [0,0.394586)
 [0,0.394614)
 [0,0.394654)
 [0,0.394657)
 [0,0.39469)
 [0,0.394726)
 [0,0.394928)
 [0,0.394994)
 [0,0.395)
 [0,0.395046)
 [0,0.395153)
 [0,0.395171)
 [0,0.395171)
 [0,0.395202)
 [0,0.395278)
 [0,0.395278)
 [0,0.395295)
 [0,0.395339)
 [0,0.39541)
 [0,0.395426)
 [0,0.395434)
 [0,0.395465)
 [0,0.395545)
 [0,0.395588)
 [0,0.3958)
 [0,0.395801)
 [0,0.395885)
 [0,0.395942)
 [0,0.396188)
 [0,0.396215)
 [0,0.396244)
 [0,0.396285)
 [0,0.396334)
 [0,0.396365)
 [0,0.39641)
 [0,0.396415)
 [0,0.396425)
 [0,0.396425)
 [0,0.396429)
 [0,0.396445)
 [0,0.396602)
 [0,0.396667)
 [0,0.396729)
 [0,0.396869)
 [0,0.396941)
 [0,0.39697)
 [0,0.39702)
 [0,0.397121)
 [0,0.397141)
 [0,0.39719)
 [0,0.397203)
 [0,0.397247)
 [0,0.397413)
 [0,0.397472)
 [0,0.397529)
 [0,0.397554)
 [0,0.397605)
 [0,0.397615)
 [0,0.397683)
 [0,0.397698)
 [0,0.397723)
 [0,0.398001)
 [0,0.398028)
 [0,0.398031)
 [0,0.398038)
 [0,0.398045)
 [0,0.398121)
 [0,0.398121)
 [0,0.398137)
 [0,0.398137)
 [0,0.398221)
 [0,0.398246)
 [0,0.398288)
 [0,0.398328)
 [0,0.398369)
 [0,0.398393)
 [0,0.398399)
 [0,0.398422)
 [0,0.398539)
 [0,0.398554)
 [0,0.398554)
 [0,0.398557)
 [0,0.398629)
 [0,0.398888)
 [0,0.39908)
 [0,0.399125)
 [0,0.399155)
 [0,0.399204)
 [0,0.399224)
 [0,0.399299)
 [0,0.399441)
 [0,0.399506)
 [0,0.399516)
 [0,0.399586)
 [0,0.399606)
 [0,0.399721)
 [0,0.399932)
 [0,0.399953)
 [0,0.40002)
 [0,0.400116)
 [0,0.400232)
 [0,0.400281)
 [0,0.400412)
 [0,0.400604)
 [0,0.400642)
 [0,0.400656)
 [0,0.400704)
 [0,0.400716)
 [0,0.400764)
 [0,0.400844)
 [0,0.401)
 [0,0.401001)
 [0,0.40106)
 [0,0.40106)
 [0,0.401103)
 [0,0.401199)
 [0,0.401241)
 [0,0.401254)
 [0,0.401263)
 [0,0.401288)
 [0,0.401289)
 [0,0.40131)
 [0,0.40136)
 [0,0.401429)
 [0,0.401479)
 [0,0.40152)
 [0,0.401528)
 [0,0.401678)
 [0,0.401708)
 [0,0.401741)
 [0,0.401756)
 [0,0.401759)
 [0,0.401872)
 [0,0.401877)
 [0,0.401877)
 [0,0.401888)
 [0,0.402046)
 [0,0.402047)
 [0,0.402047)
 [0,0.402077)
 [0,0.402087)
 [0,0.402196)
 [0,0.402313)
 [0,0.402315)
 [0,0.402356)
 [0,0.402356)
 [0,0.402403)
 [0,0.402403)
 [0,0.402424)
 [0,0.402443)
 [0,0.402483)
 [0,0.402498)
 [0,0.402613)
 [0,0.402647)
 [0,0.402797)
 [0,0.402882)
 [0,0.402892)
 [0,0.402934)
 [0,0.402952)
 [0,0.40299)
 [0,0.40299)
 [0,0.403001)
 [0,0.40304)
 [0,0.403071)
 [0,0.403091)
 [0,0.40312)
 [0,0.403194)
 [0,0.403391)
 [0,0.403441)
 [0,0.40355)
 [0,0.403554)
 [0,0.403584)
 [0,0.403629)
 [0,0.403636)
 [0,0.403656)
 [0,0.403714)
 [0,0.403729)
 [0,0.403823)
 [0,0.403833)
 [0,0.403887)
 [0,0.404042)
 [0,0.404085)
 [0,0.404102)
 [0,0.404283)
 [0,0.404353)
 [0,0.404432)
 [0,0.404475)
 [0,0.404555)
 [0,0.404605)
 [0,0.404639)
 [0,0.404675)
 [0,0.404776)
 [0,0.404883)
 [0,0.404883)
 [0,0.404911)
 [0,0.40498)
 [0,0.405001)
 [0,0.40501)
 [0,0.405039)
 [0,0.405044)
 [0,0.405211)
 [0,0.405251)
 [0,0.405262)
 [0,0.405306)
 [0,0.405345)
 [0,0.40538)
 [0,0.405572)
 [0,0.405623)
 [0,0.405632)
 [0,0.40566)
 [0,0.405665)
 [0,0.405765)
 [0,0.405783)
 [0,0.405908)
 [0,0.405908)
 [0,0.405941)
 [0,0.405942)
 [0,0.406016)
 [0,0.40611)
 [0,0.406273)
 [0,0.406425)
 [0,0.406492)
 [0,0.406559)
 [0,0.406591)
 [0,0.406602)
 [0,0.406687)
 [0,0.406989)
 [0,0.406995)
 [0,0.40702)
 [0,0.407123)
 [0,0.407192)
 [0,0.407218)
 [0,0.407305)
 [0,0.407316)
 [0,0.407339)
 [0,0.407424)
 [0,0.407427)
 [0,0.407451)
 [0,0.40749)
 [0,0.407541)
 [0,0.407541)
 [0,0.407785)
 [0,0.407957)
 [0,0.407962)
 [0,0.408142)
 [0,0.40824)
 [0,0.408314)
 [0,0.408333)
 [0,0.408375)
 [0,0.408383)
 [0,0.408589)
 [0,0.408649)
 [0,0.408682)
 [0,0.408747)
 [0,0.408814)
 [0,0.408824)
 [0,0.408828)
 [0,0.408964)
 [0,0.409058)
 [0,0.409132)
 [0,0.409161)
